name,height_in,gender,birth_year,birth_age,death_year,death_age,years_alive,hair,series
Zeranda Tyrim,NA,Female,NA,NA,817,NE,NA,NA,wot
Vadere,NA,Female,NA,NA,NA,NA,NA,NA,wot
Mikio Vadere,NA,Female,907,NE,NA,NA,NA,Black,wot
Vanora Carridin,NA,Female,NA,NA,NA,NA,NA,NA,wot
Vasha,NA,Female,NA,NA,NA,NA,NA,Black,wot
Akoure Vayet,64,Female,NA,NA,NA,NA,NA,Dark,wot
Sierin Vayu,NA,Female,736,NE,984,NE,248,NA,wot
Verine,NA,Female,NA,NA,NA,NA,NA,NA,wot
Ronaille Vevanios,NA,Female,NA,NA,NA,NA,NA,NA,wot
Viendre,NA,Female,NA,NA,NA,NA,NA,NA,wot
Voniel,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sarainya Vostovan,NA,Female,924,NE,NA,NA,NA,NA,wot
Elaiva Walfor,NA,Female,806,NE,NA,NA,NA,NA,wot
Wallein din Onill,NA,Female,NA,NA,NA,NA,NA,NA,wot
Manda Wan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Elin Warrel,NA,Female,953,NE,NA,NA,NA,NA,wot
Wellin,NA,Female,NA,NA,NA,NA,NA,Gray,wot
Wyndera Ovan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Susa Wynn,NA,Female,NA,NA,NA,NA,NA,NA,wot
Xanthe,NA,Female,NA,NA,NA,NA,NA,NA,wot
Yabeth,NA,Female,NA,NA,NA,NA,NA,NA,wot
Yanet,NA,Female,NA,NA,NA,NA,NA,NA,wot
Yeteri,NA,Female,NA,NA,NA,NA,NA,NA,wot
Yuan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Zakai,NA,Female,NA,NA,NA,NA,NA,NA,wot
Varilin Zanaire,74,Female,831,NE,NA,NA,NA,Red,wot
Zanica,NA,Female,NA,NA,NA,NA,NA,NA,wot
Devore Zarbayan,NA,Female,NA,NA,NA,NA,NA,NA,wot
Seta Zarbey,NA,Female,NA,NA,NA,NA,NA,Yellow,wot
Zavion,NA,Female,NA,NA,NA,NA,NA,Red,wot
Bethamin Zeami,NA,Female,NA,NA,NA,NA,NA,NA,wot
Sharmad Zeffar,NA,Female,NA,NA,NA,NA,NA,NA,wot
Comarra Zepava,NA,Female,NA,NA,276,NE,NA,NA,wot
Zera,NA,Female,NA,NA,NA,NA,NA,White,wot
Asne Zeramene,NA,Female,NA,NA,1000,NE,NA,NA,wot
Asra Zigane,NA,Female,NA,NA,NA,NA,NA,NA,wot
Zorelle,NA,Female,NA,NA,NA,NA,NA,NA,wot
Almindhra,NA,Unknown gender,NA,NA,NA,NA,NA,NA,wot
Lian (Hunter of the Horn),NA,Unknown gender,NA,NA,NA,NA,NA,NA,wot
Santhra,NA,Unknown gender,NA,NA,NA,NA,NA,NA,wot
Rhys a'Balaman,NA,Male,NA,NA,1000,NE,NA,NA,wot
Sedrin a'Conlin,NA,Male,978,NE,NA,NA,NA,NA,wot
Paitr do Fearna a'Conn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Donel do Morny a'Lordeine,NA,Male,NA,NA,NA,NA,NA,NA,wot
Roedran Almaric do Arreloa a'Naloy,NA,Male,NA,NA,NA,NA,NA,White,wot
Abar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Logain Ablar,74,Male,971,NE,NA,NA,NA,Dark,wot
Abors,NA,Male,NA,NA,1000,NE,NA,NA,wot
Jurad Accan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Adamad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Adan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Heran Adan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bili Adarra,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaim Adarra,NA,Male,NA,NA,NA,NA,NA,NA,wot
Adden,NA,Male,NA,NA,NA,NA,NA,Fair,wot
Jonan Adley,NA,Male,NA,NA,1000,NE,NA,NA,wot
Admar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Admira,NA,Male,NA,NA,NA,NA,NA,NA,wot
Adrin,NA,Male,NA,NA,1000,NE,NA,Fair,wot
Adsalan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aedomon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aeman Senhold,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aemin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Aemon al Caar al Thorin,NA,Male,1155,AB,1200,AB,45,NA,wot
Teven Aerwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lorstrum Aesnan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aghan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aginor,NA,Male,-500,AB,998,NE,3983,NA,wot
Haviar Agora,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kenley Ahan,NA,Male,979,NE,999,NE,20,NA,wot
Ailron Rovere Lukan,NA,Male,NA,NA,1000,NE,NA,Dark,wot
Dermid Ajala,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Ajimbura,NA,Male,NA,NA,NA,NA,NA,NA,wot
Chin Akima,NA,Male,NA,NA,999,NE,NA,NA,wot
Kevrim al'Azar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Adan al'Caar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jac al'Caar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Paet al'Caar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tod al'Caar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wil al'Caar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bili al'Dai,NA,Male,NA,NA,999,NE,NA,NA,wot
Hu al'Dai,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lem al'Dai,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rad al'Dai,NA,Male,NA,NA,NA,NA,NA,NA,wot
Had al'Lora,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gren al'Mar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Master al'Meara,NA,Male,NA,NA,NA,NA,NA,NA,wot
Montem al'San,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ban al'Seen,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Jac al'Seen,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Saml al'Seen,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Wil al'Seen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wit al'Seen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dael al'Taron,NA,Male,NA,NA,999,NE,NA,NA,wot
Azi al'Thone,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dav al'Thone,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rand al'Thor,78,Male,2,NE,NA,NA,NA,Red,wot
Tam al'Thor,NA,Male,940,NE,NA,NA,NA,Gray,wot
Alwyn al'Van,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bran al'Vere,NA,Male,937,NE,NA,NA,NA,Gray,wot
Turak Aladon,NA,Male,NA,NA,998,NE,NA,NA,wot
Alalved,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alarch,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Aldan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nalesean Aldiaya,NA,Male,NA,NA,1000,NE,NA,NA,wot
Aldin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Weilin Aldragoran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alhandrin Torelvin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alhanra,NA,Male,NA,NA,NA,NA,NA,NA,wot
Furen Alharra,NA,Male,NA,NA,NA,NA,NA,Black,wot
Alijha,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alix,NA,Male,NA,NA,NA,NA,NA,NA,wot
Allin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rulan Allwine,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alsalam Saeed Almadar,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Ramsid Almadar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kirin Almeyda,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alric,NA,Male,NA,NA,999,NE,NA,Gray,wot
Sorelana Alsahhan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alvon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Boral Amadia,NA,Male,NA,NA,NA,NA,NA,NA,wot
Guaire Amalasan,NA,Male,NA,NA,943,FY,NA,NA,wot
Amel din Monaga Stone Anchor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jasfer Anan,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Ross Anan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Andere,NA,Male,NA,NA,NA,NA,NA,NA,wot
Estean Andiama,NA,Male,NA,NA,NA,NA,NA,NA,wot
Torean Andiama,NA,Male,NA,NA,NA,NA,NA,NA,wot
Andric,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Andris,NA,Male,NA,NA,999,NE,NA,NA,wot
Andro,NA,Male,NA,NA,979,NE,NA,NA,wot
Anghar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ryn Anhara,NA,Male,NA,NA,NA,NA,NA,NA,wot
Petra Anhill,NA,Male,NA,NA,NA,NA,NA,NA,wot
Anjen,NA,Male,NA,NA,984,NE,NA,NA,wot
Ankaer,NA,Male,NA,NA,1000,NE,NA,NA,wot
Dalthanes Annallin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Daricain Annallin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Anselan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Antail,NA,Male,NA,NA,NA,NA,NA,NA,wot
Antol,NA,Male,964,NE,NA,NA,NA,NA,wot
Yilvas Antos,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ara,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Gueye Arabah,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aracome,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Arad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aram,NA,Male,NA,NA,1000,NE,NA,NA,wot
Aran,NA,Male,50,AB,NA,NA,NA,NA,wot
Jorin Arene,NA,Male,NA,NA,NA,NA,NA,NA,wot
Arent,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gerard Arganda,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Aried,NA,Male,NA,NA,NA,NA,NA,NA,wot
Arin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Arinvar,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Cieryl Arjuna,NA,Male,NA,NA,1000,NE,NA,NA,wot
Dawlin Armaghn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Arnin,NA,Male,NA,NA,NA,NA,NA,Black,wot
Arwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Melanril Asegora,NA,Male,NA,NA,999,NE,NA,NA,wot
Ashin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sana Ashraf,NA,Male,NA,NA,NA,NA,NA,NA,wot
Asmodean,NA,Male,-500,AB,999,NE,3984,Dark,wot
Rhadam Asunawa,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Willim Avarhin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Avin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Awlsten,NA,Male,NA,NA,NA,NA,NA,NA,wot
Con Aybara,NA,Male,NA,NA,999,NE,NA,NA,wot
Eward Aybara,NA,Male,NA,NA,999,NE,NA,NA,wot
Jaim Aybara,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Paetram Aybara,NA,Male,990,NE,999,NE,9,NA,wot
Perrin Aybara,73,Male,978,NE,NA,NA,NA,Brown,wot
Jared Aydaer,NA,Male,NA,NA,999,NE,NA,NA,wot
Pel Aydaer,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dav Ayellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jon Ayellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Get Ayliah,NA,Male,NA,NA,NA,NA,NA,NA,wot
Azereos,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bael,NA,Male,NA,NA,NA,NA,NA,Red,wot
Baelder,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bakh,NA,Male,NA,NA,1000,NE,NA,NA,wot
Assid Bakuun,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hafeen Bakuvun,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Balat,NA,Male,NA,NA,NA,NA,NA,NA,wot
Baldhere,NA,Male,NA,NA,NA,NA,NA,White,wot
Balinor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Balthamel,NA,Male,-500,AB,998,NE,3983,NA,wot
Balthaz,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sebban Balwer,NA,Male,NA,NA,NA,NA,NA,NA,wot
Banas,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vilnar Barada,NA,Male,NA,NA,NA,NA,NA,NA,wot
Baran,NA,Male,NA,NA,999,NE,NA,NA,wot
Barettal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bari (entertainer),NA,Male,NA,NA,NA,NA,NA,NA,wot
Bari (servant),NA,Male,NA,NA,NA,NA,NA,NA,wot
Baris,NA,Male,NA,NA,NA,NA,NA,NA,wot
Barlden,NA,Male,NA,NA,NA,NA,NA,Black,wot
Barlett,NA,Male,NA,NA,NA,NA,NA,NA,wot
Barmellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Baroc,NA,Male,NA,NA,1000,NE,NA,White,wot
Hu Barran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jondyn Barran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tad Barran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Barriga,NA,Male,NA,NA,1000,NE,NA,NA,wot
Barrin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Torwyn Barshaw,NA,Male,NA,NA,999,NE,NA,NA,wot
Flann Barstere,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jerinvar Barstere,NA,Male,NA,NA,NA,NA,NA,White,wot
Kev Barstere,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bartim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bartol,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bartu,69,Male,NA,NA,1000,NE,NA,NA,wot
Lir Baryn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Basan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Latian Basar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Davram Bashere,67,Male,NA,NA,NA,NA,NA,Gray,wot
Maedin Bashere,NA,Male,983,NE,NA,NA,NA,NA,wot
Basram,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bassane Maliandred,67,Male,NA,NA,NA,NA,NA,Dark,wot
Classen Bayor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bayrd,NA,Male,NA,NA,NA,NA,NA,NA,wot
Be'lal,NA,Male,-500,AB,999,NE,3984,White,wot
Beidomon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Carlon Belcelona,NA,Male,NA,NA,NA,NA,NA,NA,wot
Perwyn Belman,NA,Male,NA,NA,NA,NA,NA,NA,wot
Belvyn,NA,Male,NA,NA,1000,NE,NA,NA,wot
Bendhuin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Benish,NA,Male,NA,NA,NA,NA,NA,NA,wot
Berden,NA,Male,NA,NA,NA,NA,NA,NA,wot
Berg,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bergevin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bernherd,NA,Male,NA,NA,NA,NA,NA,NA,wot
Deepe Bhadar,NA,Male,NA,NA,1000,NE,NA,Black,wot
Narasim Bhuran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bili (bouncer),NA,Male,NA,NA,NA,NA,NA,NA,wot
Binde,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bollin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Borman,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dain Bornhald,NA,Male,NA,NA,NA,NA,NA,NA,wot
Geofram Bornhald,NA,Male,NA,NA,998,NE,NA,Gray,wot
Aeric Botteger,NA,Male,NA,NA,NA,NA,NA,NA,wot
Brassion,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Brokel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bruan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gareth Bryne,NA,Male,939,NE,1000,NE,61,Black,wot
Brynt,NA,Male,NA,NA,NA,NA,NA,NA,wot
Brys (Taraboner),NA,Male,NA,NA,NA,NA,NA,NA,wot
Brys Noramaga,NA,Male,940,NE,979,NE,39,NA,wot
Cenn Buie,NA,Male,NA,NA,NA,NA,NA,NA,wot
Buiryn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bulen,NA,Male,NA,NA,1000,NE,NA,Black,wot
Almen Bunt,NA,Male,NA,NA,NA,NA,NA,NA,wot
Burdin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garon Burlow,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaret Byar,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Caar al Thorin al Toren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Caban,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nasin Caeren,NA,Male,NA,NA,1000,NE,NA,White,wot
Gaidal Cain,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cairdin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Aldrin Caldevwin,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Caldin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Calison,NA,Male,NA,NA,NA,NA,NA,NA,wot
Callswell,NA,Male,NA,NA,NA,NA,NA,NA,wot
Camar,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Camrin,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Candeiar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eward Candwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Caniedrin,NA,Male,NA,NA,979,NE,NA,NA,wot
Canin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Taril Canler,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Canvele,NA,Male,NA,NA,NA,NA,NA,NA,wot
Culhan Carand,NA,Male,NA,NA,NA,NA,NA,NA,wot
Carilo,NA,Male,NA,NA,NA,NA,NA,NA,wot
Carleon,NA,Male,NA,NA,999,NE,NA,NA,wot
Carlin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Carlomin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Carn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Carney,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaichim Carridin,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Cassin,NA,Male,NA,NA,NA,NA,NA,Yellow,wot
Abell Cauthon,NA,Male,955,NE,NA,NA,NA,NA,wot
Mat Cauthon,NA,Male,978,NE,NA,NA,NA,Brown,wot
Celark,NA,Male,NA,NA,1000,NE,NA,Brown,wot
Chaena,NA,Male,NA,NA,1000,NE,NA,NA,wot
Athan Chandin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ren Chandin,NA,Male,NA,NA,999,NE,NA,NA,wot
Changu,NA,Male,NA,NA,998,NE,NA,NA,wot
Charendin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jain Farstrider,NA,Male,925,NE,1000,NE,75,White,wot
Charlin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Charn,NA,Male,NA,NA,NA,NA,NA,Red,wot
Chaser,NA,Male,NA,NA,NA,NA,NA,NA,wot
Barit Chavana,NA,Male,NA,NA,NA,NA,NA,NA,wot
Brugh Chavana,NA,Male,NA,NA,NA,NA,NA,NA,wot
Taeric Chavana,NA,Male,NA,NA,NA,NA,NA,NA,wot
Muad Cheade,NA,Male,NA,NA,NA,NA,NA,NA,wot
Chet,NA,Male,NA,NA,NA,NA,NA,Silver,wot
Chianmai,NA,Male,NA,NA,1000,NE,NA,NA,wot
Chisen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jimar Chubain,NA,Male,NA,NA,NA,NA,NA,Black,wot
Doressin Chuliandred,NA,Male,NA,NA,NA,NA,NA,NA,wot
Clintock,NA,Male,NA,NA,NA,NA,NA,NA,wot
Pelivar Coelan,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Coiam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Coke,NA,Male,NA,NA,NA,NA,NA,NA,wot
Col,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aedwin Cole,NA,Male,NA,NA,NA,NA,NA,NA,wot
Master Cole,NA,Male,NA,NA,NA,NA,NA,NA,wot
Matraine Colmcille,NA,Male,NA,NA,NA,NA,NA,NA,wot
Com,NA,Male,NA,NA,NA,NA,NA,NA,wot
Madoc Comadrin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Comar,NA,Male,NA,NA,999,NE,NA,NA,wot
Comran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Paitr Conel,NA,Male,NA,NA,999,NE,NA,Dark,wot
Bili Congar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eward Congar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jori Congar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wit Congar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Connel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Connl,NA,Male,NA,NA,NA,NA,NA,NA,wot
Benly Coplin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dag Coplin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Darl Coplin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ewal Coplin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hari Coplin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Coram,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jorlen Corbesan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Corbet,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cords,NA,Male,NA,NA,NA,NA,NA,Red,wot
Evard Cordwyn,NA,Male,NA,NA,1000,NE,NA,NA,wot
Corevin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Ander Corl,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cormalinde Masoon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Corman,NA,Male,NA,NA,NA,NA,NA,NA,wot
Marek Cormer,NA,Male,NA,NA,NA,NA,NA,NA,wot
Coteren,NA,Male,NA,NA,1000,NE,NA,Black,wot
Couladin,NA,Male,NA,NA,999,NE,NA,Red,wot
Coulin,NA,Male,NA,NA,999,NE,NA,NA,wot
Coumin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cowlin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bandry Crawe,NA,Male,NA,NA,NA,NA,NA,NA,wot
Samel Crawe,NA,Male,NA,NA,NA,NA,NA,NA,wot
Creedin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cristol,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mycal Crossin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cuale,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cuellar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Culain,NA,Male,NA,NA,NA,NA,NA,NA,wot
Culen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cully,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cutaris,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dafid Norley,NA,Male,NA,NA,NA,NA,NA,NA,wot
Meresin Daganred,NA,Male,NA,NA,NA,NA,NA,NA,wot
Masema Dagar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Dal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Benji Dalfor,NA,Male,NA,NA,1000,NE,NA,NA,wot
Astoril Damara,NA,Male,935,NE,NA,NA,NA,White,wot
Jeorg Damentanis,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aldecain Damodred,NA,Male,NA,NA,978,NE,NA,NA,wot
Barthanes Damodred,NA,Male,NA,NA,998,NE,NA,NA,wot
Dalresin Damodred,NA,Male,NA,NA,972,NE,NA,Gray,wot
Galad Damodred,NA,Male,970,NE,NA,NA,NA,Dark,wot
Laman Damodred,NA,Male,NA,NA,978,NE,NA,NA,wot
Moressin Damodred,NA,Male,NA,NA,978,NE,NA,NA,wot
Taringail Damodred,NA,Male,948,NE,984,NE,36,NA,wot
Danil,NA,Male,978,NE,NA,NA,NA,NA,wot
Dar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Argirin Darelos den Turamon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Darin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Raolin Darksbane,NA,Male,NA,NA,335,AB,NA,NA,wot
Daruo,NA,Male,NA,NA,NA,NA,NA,NA,wot
Darvan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Darvin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Oren Dautry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Davian,NA,Male,NA,NA,NA,NA,NA,NA,wot
Davies,NA,Male,NA,NA,NA,NA,NA,NA,wot
Davindra,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fenton DaVoren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hobbs DaVoren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tobias DaVoren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaem Dawlish,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaim Dawtry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Athan Dearn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dedric,NA,Male,NA,NA,NA,NA,NA,Yellow,wot
Delarn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Larrald Delovinde,NA,Male,NA,NA,NA,NA,NA,NA,wot
Talmanes Delovinde,NA,Male,NA,NA,NA,NA,NA,Red,wot
Rahien Demain,NA,Male,979,NE,NA,NA,NA,NA,wot
Demandred,NA,Male,-500,AB,NA,NA,NA,Black,wot
Denal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Denezel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Denharad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Denhold,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dennel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Deoan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dermon,NA,Male,NA,NA,NA,NA,NA,White,wot
Derne,NA,Male,NA,NA,NA,NA,NA,NA,wot
Derry,NA,Male,NA,NA,1000,NE,NA,NA,wot
Deryl,NA,Male,NA,NA,NA,NA,NA,NA,wot
Desartin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Desautel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dhearic,NA,Male,NA,NA,NA,NA,NA,Golden,wot
Dilham,NA,Male,NA,NA,NA,NA,NA,NA,wot
Diryk,NA,Male,971,NE,979,NE,8,NA,wot
Dobser,NA,Male,NA,NA,NA,NA,NA,NA,wot
Doilan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Doile,NA,Male,NA,NA,NA,NA,NA,NA,wot
Doirellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
